v1,v2
ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...
ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time..."
ham,"Sorry, I'll call later"
ham,I cant pick the phone right now. Pls send a message
ham,Just sleeping..and surfing
ham,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke
ham,Beerage?
spam,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!
ham,Dont think so. It turns off like randomlly within 5min of opening
ham,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure
spam,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS)
ham,All e best 4 ur driving tmr :-)
ham,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?
spam,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa"
ham,"\Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic\"""""
ham,Ok i msg u b4 i leave my house.
ham,"\Gimme a few\"" was  &lt;#&gt;  minutes ago"""
spam,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16"
ham,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice
ham,K I'll be there before 4.
ham,I dled 3d its very imp
ham,I am taking half day leave bec i am not well
ham,S:)s.nervous  &lt;#&gt; :)
spam,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
ham,I borrow ur bag ok.
spam,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT"
ham,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up"
ham,Then why you not responding
spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
ham,Hahaha..use your brain dear
ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062"
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago"
ham,Surely result will offer:)
ham,Good Morning my Dear........... Have a great &amp; successful day.
spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
ham,I luv u soo much u donåÕt understand how special u r 2 me ring u 2morrow luv u xxx
ham,Our Prashanthettan's mother passed away last night. pray for her and family.
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ "
ham,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore
ham,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.
ham,I am in office:)whats the matter..msg me now.i will call you at break:).
ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later"
ham,U reach orchard already? U wan 2 go buy tickets first?
ham,No da if you run that it activate the full version da.
spam,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.
ham,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.
ham,Did he just say somebody is named tampa
ham,In work now. Going have in few min.
ham,Your brother is a genius
spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net å£1.50pm approx 3mins
spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r
ham,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!"
ham,Its going good...no problem..but still need little experience to understand american customer voice...
ham,I'll text you when I drop x off
ham,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565
ham,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training."
ham,I love to give massages. I use lots of baby oil... What is your fave position?
ham,Dude we should go sup again
ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive
ham,I like to talk pa but am not able to. I dont know y.
ham,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.
ham,You unbelievable faglord
ham,Why do you ask princess?
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
ham,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.
ham,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;
ham,Hope you are having a good week. Just checking in
ham,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment."
ham,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.
ham,"I wonder if your phone battery went dead ? I had to tell you, I love you babe"
ham,Lovely smell on this bus and it ain't tobacco... 
ham,"We're all getting worried over here, derek and taylor have already assumed the worst"
ham,Hey what's up charles sorry about the late reply.
ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak
spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
ham,I am sorry it hurt you.
ham,Dont talk to him ever ok its my word.
ham,On ma way to school. Can you pls send me ashley's number
ham,It shall be fine. I have avalarr now. Will hollalater
ham,She went to attend another two rounds today..but still did't reach home..
ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com
spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over å£1million to give away ! ppt150x3+normal text rate box403 w1t1jy
ham,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go
ham,So do you have samus shoulders yet
ham,Then dun wear jeans lor...
spam,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+"
ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:)
spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)
ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
ham,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones"
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
ham,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging 
ham,Shb b ok lor... Thanx...
ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...
ham,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!
ham,U sure u can't take any sick time?
ham,Are you this much buzy
ham,I am not sure about night menu. . . I know only about noon menu
ham,"Haha awesome, omw back now then"
ham,what is your account number?
ham,Eh u send wrongly lar...
ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya 
ham,Ok i shall talk to him
ham,Hey you can pay. With salary de. Only  &lt;#&gt; .
ham,Another month. I need chocolate weed and alcohol.
ham,If he started searching he will get job in few days.he have great potential and talent.
ham,Reckon need to be in town by eightish to walk from * carpark.
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl."
ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP
ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes
ham,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*"
ham,Ugh. Gotta drive back to sd from la. My butt is sore.
ham,Up to Ì_... ÌÏ wan come then come lor... But i din c any stripes skirt...
ham,Change again... It's e one next to escalator...
ham,Then Ì_ wait 4 me at bus stop aft ur lect lar. If i dun c Ì_ then i go get my car then come back n pick Ì_.
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
ham,&lt;#&gt;  am I think? Should say on syllabus
ham,Give me a sec to think think about it
ham,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala"
ham,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am
ham,"I just got home babe, are you still awake ?"
ham,I dunno they close oredi not... ÌÏ v ma fan...
ham,Just buy a pizza. Meat lovers or supreme. U get to pick.
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
ham,Shall i send that exe to your mail id.
ham,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen"
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18
ham,We still on for tonight?
ham,May i call You later Pls
ham,Are you not around or just still asleep? :V
ham,"Lol you forgot it eh ? Yes, I'll bring it in babe"
ham,"Its good, we'll find a way"
ham,Yup bathe liao...
ham,HAPPY NEW YEAR MY NO.1 MAN
ham,"No my blankets are sufficient, thx"
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt"
